,ID,Gene,BC0,BC0-fun,BC1,BC1-fun,BC2,BC2-fun,BC3,BC3-fun,BC4,BC4-fun,PromIde,PromSeg,GeneIde,GeneSeg
291,BC-1.3.9,edd,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.9,Entner-Doudoroff,NaN,None,NaN,None,1.94,0.119266055,1.8,0.11258278099999999
292,BC-1.1.2,fadR,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.2,fatty acids,NaN,None,NaN,None,1.48,0.089411765,1.71,0.08611111099999999
293,BC-1.1.2,fadD,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.2,fatty acids,NaN,None,NaN,None,1.47,0.122850123,2.55,0.135933806
294,BC-1.1.2,fadB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.2,fatty acids,NaN,None,NaN,None,1.22,0.10230179,2.38,0.134703196
295,BC-1.1.2,acs,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.2,fatty acids,NaN,None,NaN,None,1.1,0.095798319,2.57,0.130678918
296,BC-1.5.4,glpF,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,0.52,0.039808917,1.13,0.069739953
297,BC-1.5.4,glnB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,1.7,0.053435115,2.17,0.09439528
298,BC-1.5.4,fabB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,0.83,0.075,2.01,0.089271089
299,BC-1.5.4,cfa,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,1.22,0.091463415,1.92,0.121845083
300,BC-1.5.4,acs,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,1.1,0.095798319,2.57,0.130678918
301,BC-1.5.4,accD,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.4,fatty acids and phosphatidic acid,NaN,None,NaN,None,1.95,0.067226891,1.52,0.084153005
302,BC-5.5.7,tonB,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,1.26,0.09882352900000001,2.12,0.131944444
303,BC-5.5.7,ftnA,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,2.2,0.14173228300000001,1.33,0.10642570300000001
304,BC-5.5.7,fhuF,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,2.64,0.19005848,4.41,0.22940430899999997
305,BC-5.5.7,ybbL,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,1.44,0.097982709,2.23,0.140117994
306,BC-5.5.7,fes,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,2.25,0.16367713,3.37,0.192851205
307,BC-5.5.7,fepD,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,0.45,0.044871795,3.21,0.15721393
308,BC-5.5.7,fepA,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,2.25,0.16367713,2.99,0.139555556
309,BC-5.5.7,bfr,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.7,Fe aquisition,NaN,None,NaN,None,7.07,0.223826715,7.58,0.23899371100000003
310,BC-1.3.5,pykF,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,2.12,0.13947368400000001,1.61,0.108987969
311,BC-1.3.5,pykA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,1.95,0.127659574,2.44,0.136521137
312,BC-1.3.5,mdh,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,0.75,0.061320755,1.64,0.091586794
313,BC-1.3.5,frsA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,1.62,0.098639456,2.44,0.13988809
314,BC-1.3.5,frdA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,0.93,0.057034220999999996,1.31,0.07075732400000001
315,BC-1.3.5,adhE,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.5,fermentation,NaN,None,NaN,None,1.51,0.1,1.33,0.081091181
316,BC-6.4,fliL,BC-6,cell structure,BC-6.4,flagella,NaN,None,NaN,None,NaN,None,2.12,0.166666667,2.27,0.14408602199999998
317,BC-1.6.12,fliL,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.12,flagellum,NaN,None,NaN,None,2.12,0.166666667,2.27,0.14408602199999998
318,BC-1.5.3.2,pabA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.2,folic acid,NaN,None,1.51,0.090128755,2.92,0.163120567
319,BC-1.5.3.2,folA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.2,folic acid,NaN,None,2.09,0.164556962,2.42,0.120833333
320,BC-1.7.17,purR,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,0.94,0.066,1.86,0.10331384
321,BC-1.7.17,glyA,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,1.15,0.093632959,1.71,0.09569378
322,BC-1.7.17,gcvT,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,3.56,0.146341463,2.26,0.115981735
323,BC-1.7.17,gcvR,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,0.55,0.034482759,1.32,0.09075043599999999
324,BC-1.7.17,gcvA,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,0.6,0.036363636,1.76,0.10348583900000001
325,BC-1.7.17,folA,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.17,formyl-THF biosynthesis,NaN,None,NaN,None,2.09,0.164556962,2.42,0.120833333
326,BC-1.7.7,galE,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.7,galactose metabolism,NaN,None,NaN,None,3.66,0.17456896600000002,1.58,0.085545723
327,BC-3.3.4,mlc,BC-3,regulation,BC-3.3,genetic unit regulated,BC-3.3.4,global,NaN,None,NaN,None,1.7,0.11904761900000001,2.65,0.152334152
328,BC-3.3.4,hfq,BC-3,regulation,BC-3.3,genetic unit regulated,BC-3.3.4,global,NaN,None,NaN,None,0.32,0.031358885,0.42,0.022653722
329,BC-3.3.4,fnr,BC-3,regulation,BC-3.3,genetic unit regulated,BC-3.3.4,global,NaN,None,NaN,None,1.32,0.10353535400000001,1.27,0.071713147
330,BC-3.3.4,csrA,BC-3,regulation,BC-3.3,genetic unit regulated,BC-3.3.4,global,NaN,None,NaN,None,0.38,0.027522936,0.0,0.0
331,BC-3.3.4,crp,BC-3,regulation,BC-3.3,genetic unit regulated,BC-3.3.4,global,NaN,None,NaN,None,0.66,0.059642147,1.02,0.07266982599999999
332,BC-1.5.1.1,gltB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.1,glutamate,NaN,None,2.47,0.148063781,3.19,0.151759695
333,BC-1.5.1.2,glnB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.2,glutamine,NaN,None,1.7,0.053435115,2.17,0.09439528
334,BC-1.5.1.2,glnA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.2,glutamine,NaN,None,0.85,0.034843206,1.94,0.1
335,BC-1.5.1.10,glyA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.10,glycine,NaN,None,1.15,0.093632959,1.71,0.09569378
336,BC-1.7.25,glcD,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.25,glycolate metabolism,NaN,None,NaN,None,1.37,0.086092715,2.39,0.126
337,BC-1.3.1,tpiA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,0.24,0.022653722,1.54,0.0703125
338,BC-1.3.1,pykF,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,2.12,0.13947368400000001,1.61,0.108987969
339,BC-1.3.1,pykA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,1.95,0.127659574,2.44,0.136521137
340,BC-1.3.1,gpmA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,2.47,0.14285714300000002,2.05,0.09827357199999999
341,BC-1.3.1,gapA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,0.87,0.06445672200000001,0.4,0.035140562
342,BC-1.3.1,eno,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,0.65,0.038062284,0.93,0.048498845
343,BC-1.3.1,csrA,BC-1,metabolism,BC-1.3,"energy metabolism, carbon",BC-1.3.1,glycolysis,NaN,None,NaN,None,0.38,0.027522936,0.0,0.0
344,BC-1.6.11,csgB,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.11,glycoprotein,NaN,None,NaN,None,2.65,0.188541667,1.16,0.08552631599999999
345,BC-1.7.2,aceB,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.2,glyoxylate bypass,NaN,None,NaN,None,2.13,0.138297872,2.8,0.161048689
346,BC-1.7.21,mdh,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.21,glyoxylate degradation,NaN,None,NaN,None,0.75,0.061320755,1.64,0.091586794
347,BC-1.7.21,aceE,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.21,glyoxylate degradation,NaN,None,NaN,None,0.72,0.059782609,1.2,0.081456456
348,BC-1.5.3.12,znuC,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.12,"heme, porphyrine",NaN,None,0.83,0.06428571400000001,2.44,0.130952381
349,BC-1.5.3.12,hemN,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.12,"heme, porphyrine",NaN,None,0.54,0.048717949,2.16,0.133187773
350,BC-1.5.3.12,hemB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.12,"heme, porphyrine",NaN,None,8.12,0.237057221,1.96,0.104615385
351,BC-1.5.3.12,hemA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.12,"heme, porphyrine",NaN,None,1.12,0.077108434,3.48,0.148766905
352,BC-1.5.3.12,gltX,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.12,"heme, porphyrine",NaN,None,0.56,0.045652174000000004,2.24,0.116525424
353,BC-1.5.1.16,purR,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.16,histidine,NaN,None,0.94,0.066,1.86,0.10331384
354,BC-1.7.19,sufA,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.19,incorporation of metal ions,NaN,None,NaN,None,2.27,0.143396226,2.18,0.116531165
355,BC-1.7.19,hscB,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.19,incorporation of metal ions,NaN,None,NaN,None,1.03,0.070707071,1.34,0.079457364
356,BC-1.7.19,fes,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.19,incorporation of metal ions,NaN,None,NaN,None,2.25,0.16367713,3.37,0.192851205
357,BC-1.7.19,dps,BC-1,metabolism,BC-1.7,central intermediary metabolism,BC-1.7.19,incorporation of metal ions,NaN,None,NaN,None,2.49,0.14940239,1.41,0.097222222
358,BC-2,bssS,BC-2,information transfer,NaN,None,NaN,None,NaN,None,NaN,None,1.07,0.073319756,0.44,0.02745098
359,BC-3.1.3.3,yihI,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.3,inhibition / activation of enzymes,NaN,None,0.74,0.052238806,1.52,0.098039216
360,BC-3.1.3.3,ptsH,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.3,inhibition / activation of enzymes,NaN,None,0.99,0.058119658,0.19,0.015503876000000002
361,BC-3.1.3.3,pflA,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.3,inhibition / activation of enzymes,NaN,None,0.31,0.022900762999999998,2.02,0.10526315800000001
362,BC-3.1.3.3,glnB,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.3,inhibition / activation of enzymes,NaN,None,1.7,0.053435115,2.17,0.09439528
363,BC-3.1.3.3,cyaA,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.3,inhibition / activation of enzymes,NaN,None,0.79,0.056122449000000005,2.79,0.141735375
364,BC-4.2.C,tonB,BC-4,transport,BC-4.2,Electrochemical potential driven transporters,BC-4.2.C,Ion-gradient-driven energizers,NaN,None,NaN,None,1.26,0.09882352900000001,2.12,0.131944444
365,BC-1.5.1.18,lrp,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.18,isoleucine/valine,NaN,None,0.63,0.060160427999999995,0.67,0.036363636
366,BC-1.5.1.18,ilvY,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.18,isoleucine/valine,NaN,None,2.62,0.148148148,6.07,0.220357942
367,BC-1.5.1.18,ilvL,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.18,isoleucine/valine,NaN,None,2.94,0.178378378,0.22,0.01010101
368,BC-1.5.1.18,ilvIH,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.18,isoleucine/valine,NaN,None,2.62,0.13395638599999998,3.52,0.171594203
369,BC-1.5.1.18,ilvC,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.18,isoleucine/valine,NaN,None,2.62,0.148148148,3.37,0.14566395699999998
370,BC-1.6.5,waaA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.5,K antigen,NaN,None,NaN,None,5.36,0.275757576,2.42,0.135367762
371,BC-1.6.5,rcsA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.5,K antigen,NaN,None,NaN,None,1.79,0.10483871,1.06,0.056089744000000004
372,BC-1.5.1.19,tyrB,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.19,leucine,NaN,None,3.13,0.20264317199999998,2.75,0.167504188
373,BC-1.5.1.19,lrp,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.19,leucine,NaN,None,0.63,0.060160427999999995,0.67,0.036363636
374,BC-1.5.1.19,leuO,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.19,leucine,NaN,None,3.68,0.18192219699999998,2.54,0.13836478
375,BC-1.5.1.19,leuL,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.19,leucine,NaN,None,3.68,0.18192219699999998,1.91,0.09195402300000001
376,BC-1.6.3.3,waaA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.3,lipopolysaccharide,BC-1.6.3.3,lipid A,NaN,None,5.36,0.275757576,2.42,0.135367762
377,BC-1.6.3,imp,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.3,lipopolysaccharide,NaN,None,NaN,None,0.7,0.048245614000000006,2.56,0.17130801699999998
378,BC-1.6.3,lapA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.3,lipopolysaccharide,NaN,None,NaN,None,1.5,0.125714286,1.93,0.1197411
379,BC-1.5.1.7,lysP,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.7,lysine,NaN,None,1.55,0.105651106,1.86,0.12857142900000001
380,BC-1.5.1.7,dapA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.7,lysine,NaN,None,0.55,0.034482759,0.96,0.06484641599999999
381,BC-1.5.1.7,aspA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.7,lysine,NaN,None,0.84,0.053903346,0.7,0.052192067
382,BC-1.5.1.7,argD,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.7,lysine,NaN,None,2.73,0.118466899,3.0,0.15970516
383,BC-6.1,zntA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.41,0.098181818,4.12,0.183719873
384,BC-6.1,yrbG,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.51,0.04368932,1.89,0.139059305
385,BC-6.1,yqjA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,3.02,0.139194139,1.77,0.098039216
386,BC-6.1,yhjX,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,4.5,0.195348837,4.67,0.19272125699999998
387,BC-6.1,yccA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.99,0.131707317,1.87,0.106060606
388,BC-6.1,tyrP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.88,0.152284264,2.9,0.149339934
389,BC-6.1,treB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.03,0.1375,2.35,0.12728551300000002
390,BC-6.1,torC,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.68,0.099697885,1.86,0.109974425
391,BC-6.1,tonB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.26,0.09882352900000001,2.12,0.131944444
392,BC-6.1,tatA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.73,0.046428570999999995,0.25,0.018518519
393,BC-6.1,shiA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.79,0.120155039,2.32,0.145026576
394,BC-6.1,secG,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.46,0.10722610699999999,1.59,0.087087087
395,BC-6.1,sdhC,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.78,0.05360134,0.6,0.046153846
396,BC-6.1,rhaT,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.75,0.061601643,2.56,0.13429951699999998
397,BC-6.1,rcnA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.17,0.099071207,2.07,0.160839161
398,BC-6.1,putP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.6,0.047222222,2.9,0.135188867
399,BC-6.1,ptsG,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.84,0.064516129,0.77,0.065550907
400,BC-6.1,pssA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.6,0.034920635,1.54,0.09144542800000001
401,BC-6.1,proP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.94,0.178494624,1.84,0.15635395900000001
402,BC-6.1,ppiD,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.8,0.055979644,1.82,0.10416666699999999
403,BC-6.1,poxB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.9,0.107784431,3.79,0.175683537
404,BC-6.1,pgpB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.16,0.08894878699999999,2.16,0.14379085
405,BC-6.1,ompA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.87,0.071684588,2.74,0.090909091
406,BC-6.1,nupG,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.07,0.146401985,1.82,0.09944311900000001
407,BC-6.1,nupC,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.41,0.07962963,1.83,0.103906899
408,BC-6.1,nuoA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.88,0.177458034,0.7,0.047297297
409,BC-6.1,nhaB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.48,0.089411765,2.67,0.160181582
410,BC-6.1,narK,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.9,0.074074074,1.92,0.109195402
411,BC-6.1,nagE,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.58,0.051660517,2.5,0.124293785
412,BC-6.1,mtr,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.17,0.132022472,4.41,0.16787148600000001
413,BC-6.1,mntP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.77,0.118670886,1.87,0.12345679
414,BC-6.1,mntH,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.41,0.07962963,2.71,0.15819209
415,BC-6.1,mgtA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.51,0.098445596,0.13,0.037037037
416,BC-6.1,menA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.79,0.026119403,1.96,0.110032362
417,BC-6.1,mdtJ,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.67,0.10603588900000001,2.7,0.169398907
418,BC-6.1,manX,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.76,0.051282050999999995,0.94,0.061728395
419,BC-6.1,lysP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.55,0.105651106,1.86,0.12857142900000001
420,BC-6.1,lgt,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.78,0.053977273,1.47,0.100456621
421,BC-6.1,gntP,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.89,0.127306273,2.94,0.149553571
422,BC-6.1,glpF,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.52,0.039808917,1.13,0.069739953
423,BC-6.1,gcd,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.0,0.073710074,2.88,0.140108741
424,BC-6.1,ftsH,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.13,0.006644518,1.62,0.10749354
425,BC-6.1,focA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.37,0.069078947,1.18,0.060606060999999996
426,BC-6.1,fieF,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.66,0.03180212,1.94,0.137320044
427,BC-6.1,fepD,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.45,0.044871795,3.21,0.15721393
428,BC-6.1,entS,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.45,0.044871795,3.41,0.177458034
429,BC-6.1,tppB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.99,0.198275862,1.74,0.104457751
430,BC-6.1,dmsA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.14,0.079545455,2.67,0.138650307
431,BC-6.1,dld,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.23,0.068010076,2.69,0.14743589699999998
432,BC-6.1,dcuB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.67,0.19509043899999998,1.71,0.134228188
433,BC-6.1,dcuA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.92,0.056426332,1.1,0.079109063
434,BC-6.1,dctA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.48,0.065104167,1.41,0.108780109
435,BC-6.1,cyoA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,3.08,0.157657658,0.87,0.052246604
436,BC-6.1,cydD,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.92,0.086419753,2.43,0.129598189
437,BC-6.1,cusC,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.9,0.10055865900000001,2.8,0.155749636
438,BC-6.1,cstA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.7,0.136125654,2.97,0.140550807
439,BC-6.1,caiT,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,3.63,0.158518519,1.83,0.10627062699999999
440,BC-6.1,cadB,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.01,0.132275132,1.07,0.05917603
441,BC-6.1,atpI,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.08,0.063569682,0.31,0.036745407
442,BC-6.1,araJ,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,1.8,0.103975535,2.68,0.137552743
443,BC-6.1,araE,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,2.93,0.16860465100000002,2.14,0.11980267800000001
444,BC-6.1,acrA,BC-6,cell structure,BC-6.1,membrane,NaN,None,NaN,None,NaN,None,0.34,0.029154519,1.57,0.102177554
445,BC-1.5.3.11,purR,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.11,"menaquinone, ubiquinone",NaN,None,0.94,0.066,1.86,0.10331384
446,BC-1.5.3.11,menA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.11,"menaquinone, ubiquinone",NaN,None,0.79,0.026119403,1.96,0.110032362
447,BC-1,ade,BC-1,metabolism,NaN,None,NaN,None,NaN,None,NaN,None,0.84,0.066312997,2.63,0.142614601
448,BC-1,azoR,BC-1,metabolism,NaN,None,NaN,None,NaN,None,NaN,None,1.87,0.12189054699999999,2.86,0.171617162
